X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
0.380275624,0.079457364,0.018949182,0.062338501,0.009797588,0.001722653,0.012812231,0.059431525,0.120693368,0.00333764,0.005921619,0.001076658,0.085594315,0.001184324,0.099267873,0.058139535,0
0.391608392,0.105123138,0.02409547,0.099270295,0.013149894,0.001520219,0.017862572,0.05062329,0.113180298,0.001444208,0.004712679,0.001140164,0.07715111,0.000532077,0.071602311,0.026983886,0
0.368023554,0.08922171,0.026497696,0.115015361,0.011584741,0.002112135,0.017793139,0.067012289,0.11546339,0.000256016,0.003968254,0.000832053,0.078917051,0.000576037,0.072580645,0.030145929,0
0.528605842,0.101174345,0.018066847,0.079569407,0.00617284,0.001053899,0.010313159,0.031993375,0.077311051,0.000150557,0.001656128,0.000376393,0.044263776,7.53E-05,0.082580548,0.016636555,0
0.405153509,0.087280702,0.024561404,0.100657895,0.008991228,0.000548246,0.015679825,0.06502193,0.099342105,0.000438596,0.003947368,0.000438596,0.072258772,0.000109649,0.08629386,0.029276316,0
0.408473724,0.080881737,0.02321683,0.098860112,0.011021708,0.002137289,0.019151789,0.075517559,0.104559551,0.000544799,0.004316486,0.000586707,0.067471293,0.000838153,0.071033442,0.031388819,0
0.403048234,0.081298189,0.022807961,0.083342299,0.008929532,0.001219294,0.017966649,0.060211583,0.111565358,0.000645508,0.004410974,0.000502062,0.081656805,0.0004662,0.091518738,0.030410615,0
0.363434343,0.085656566,0.015252525,0.111212121,0.004040404,0.000808081,0.01030303,0.057070707,0.131616162,0.00040404,0.001919192,0.00010101,0.098686869,0,0.094343434,0.025151515,0
0.43715847,0.090216143,0.020152449,0.102328495,0.006334621,0.001392224,0.012773659,0.04559535,0.12853712,0.000243639,0.002192753,0.000348056,0.082350075,6.96E-05,0.054958059,0.015349274,0
0.454562255,0.067729268,0.024116424,0.083760684,0.006699007,0.001062601,0.016170016,0.058951259,0.120905521,0,0.002448602,4.62E-05,0.065188265,4.62E-05,0.069161469,0.029152229,0
0.336778639,0.118540052,0.016042205,0.125,0.010658915,0.004091301,0.009905254,0.061046512,0.13167528,0.000968992,0.003122308,0.001184324,0.097760551,0.000430663,0.061046512,0.021748493,0
0.389556096,0.083840073,0.022727273,0.098966251,0.012161751,0.003344482,0.017406507,0.075706902,0.110975981,0.000912131,0.005244755,0.001140164,0.06916996,0.001292186,0.071830344,0.035725144,0
0.388952893,0.078725038,0.022785458,0.083525346,0.01062468,0.000896057,0.016641065,0.064004096,0.113415259,0.000448029,0.006016385,0.000960061,0.088837686,0.000768049,0.089413722,0.033986175,0
0.435862692,0.074450467,0.027853056,0.118187293,0.009033424,0.001204456,0.017841012,0.074375188,0.109981933,0.000301114,0.002258356,7.53E-05,0.042908762,0.000150557,0.057136405,0.028380006,0
0.398903509,0.081030702,0.021052632,0.084758772,0.00997807,0.002083333,0.012719298,0.063596491,0.126754386,0.000109649,0.003070175,0.000548246,0.077850877,0.000109649,0.075,0.042434211,0
0.392842176,0.078241556,0.022378677,0.089305171,0.01081217,0.002430643,0.018397452,0.078744447,0.120191099,0.000251446,0.005154639,0.00088006,0.070614366,0.000544799,0.081049367,0.028161931,0
0.396772458,0.090478752,0.023381746,0.108804016,0.010973642,0.001291017,0.017285279,0.066810113,0.117841133,0.000107585,0.003837188,0.00068137,0.070970056,0.000394477,0.066559082,0.023812085,0
0.375757576,0.102626263,0.015252525,0.104646465,0.003636364,0.000707071,0.008888889,0.054444444,0.119292929,0.00010101,0.001919192,0,0.082424242,0.00010101,0.102424242,0.027777778,0
0.443945564,0.088510668,0.020082837,0.067453273,0.006787094,0.000522084,0.013330549,0.038564617,0.121750026,0.000174028,0.002262365,0.000278445,0.083672688,0.000939751,0.089346003,0.022380008,0
0.475814276,0.071887272,0.023608224,0.085239085,0.006837607,0.000924001,0.015523216,0.063987064,0.0996535,0,0.002956803,9.24E-05,0.060891661,0.0001848,0.068283668,0.024116424,0
0.345822567,0.107342808,0.01410422,0.069982773,0.01001292,0.001399655,0.012381568,0.04338932,0.122631352,0.001076658,0.005060293,0.000968992,0.109496124,0.003122308,0.113802756,0.039405685,0
0.388567954,0.080495591,0.022195196,0.088020675,0.011173609,0.003800547,0.016570386,0.079279416,0.111964123,0.00083612,0.005776832,0.001216175,0.073578595,0.00083612,0.083536029,0.03215263,0
0.38031234,0.098950333,0.024001536,0.105286738,0.014016897,0.001344086,0.015360983,0.070660522,0.122055812,0.000512033,0.004800307,0.000768049,0.06515617,0.00032002,0.069124424,0.027329749,0
0.449488106,0.05171635,0.026799157,0.074902138,0.008807588,0.000903342,0.017841012,0.069030413,0.096356519,0.000225836,0.003312255,7.53E-05,0.065943993,0.000451671,0.10042156,0.033724782,0
0.417653509,0.087719298,0.020175439,0.0875,0.008662281,0.001425439,0.012609649,0.073245614,0.108004386,0.000109649,0.003947368,0.000219298,0.07247807,0.000767544,0.072697368,0.032785088,0
0.433660213,0.082851396,0.022839661,0.08666499,0.010937893,0.002598273,0.013200905,0.066507418,0.118095717,0.000544799,0.003687872,0.000754337,0.06273573,0.000251446,0.066758863,0.027910485,0
0.394943518,0.076564461,0.020656267,0.094818003,0.012121212,0.001039986,0.016388739,0.062291555,0.136560875,0.000358616,0.004482697,0.000573785,0.081369912,0.000286893,0.074233459,0.023310023,0
0.342727273,0.095757576,0.020505051,0.106868687,0.003636364,0.00010101,0.017070707,0.061111111,0.110707071,0,0.001414141,0.00030303,0.096666667,0,0.107676768,0.035454545,0
0.416518743,0.098499878,0.023528593,0.098534684,0.006995928,0.000382862,0.017750861,0.053739863,0.085517385,0.000278445,0.002157948,0.000243639,0.070272528,0.000174028,0.100135742,0.025268873,0
0.475860476,0.063432663,0.021483021,0.075583276,0.006976207,0.0004158,0.014784015,0.054516055,0.116886117,0,0.003141603,4.62E-05,0.068098868,0.0001848,0.071979672,0.026611227,0
0.332041344,0.127691645,0.018949182,0.105081826,0.009582257,0.001937984,0.012919897,0.073858742,0.080426357,0.000861326,0.005275624,0.001722653,0.070951766,0.00129199,0.111864772,0.045542636,0
0.409775008,0.086956522,0.023487382,0.091137124,0.011705686,0.002964427,0.014062025,0.063621161,0.12214959,0.001216175,0.004712679,0.001140164,0.067801763,0.000684099,0.065445424,0.033140772,0
0.379864311,0.077380952,0.020801331,0.094918075,0.011904762,0.001792115,0.01843318,0.061059908,0.140681004,0.000832053,0.00390425,0.000896057,0.084037378,0.000768049,0.078341014,0.024385561,0
0.55171635,0.078063836,0.017012948,0.06044866,0.006699789,0.00052695,0.009409816,0.034929238,0.097410419,0.000225836,0.001580849,0.000451671,0.042306534,0,0.058792532,0.040424571,0
0.415789474,0.076644737,0.017763158,0.082017544,0.008333333,0.00120614,0.013377193,0.058991228,0.125109649,0.000109649,0.003947368,0.000438596,0.08004386,0.000657895,0.081688596,0.033881579,0
0.399086414,0.090269047,0.020870003,0.084234347,0.011398877,0.001760121,0.01630207,0.052007376,0.12123879,0.000838153,0.004190764,0.00071243,0.09429218,0.000377169,0.081719889,0.020702372,0
0.395122826,0.089223597,0.022736238,0.089474628,0.008642639,0.001506186,0.018791465,0.06333154,0.105361305,0.000788955,0.004231666,0.00068137,0.077855478,0.000322754,0.096216604,0.025712749,0
0.368181818,0.080909091,0.018282828,0.113737374,0.004242424,0.000606061,0.014343434,0.084343434,0.126363636,0.00010101,0.001818182,0.00020202,0.067070707,0.00030303,0.077979798,0.041515152,0
0.449340434,0.078034179,0.021579479,0.107201281,0.007239567,0.000487279,0.014931607,0.067488079,0.122306916,0.000174028,0.002192753,0.000348056,0.058194981,0.000174028,0.049493578,0.020813755,0
0.446338646,0.075952876,0.024763225,0.096142296,0.007161007,0.000600601,0.014229614,0.051004851,0.107830908,4.62E-05,0.002217602,0.0002772,0.075028875,9.24E-05,0.078863479,0.019450219,0
0.36035745,0.09496124,0.021748493,0.11089578,0.01205857,0.002691645,0.011197244,0.086993971,0.140611542,0.000430663,0.003122308,0.001184324,0.070736434,0.000215332,0.052217916,0.030577089,0
0.384463363,0.088932806,0.023791426,0.088096686,0.014214047,0.001292186,0.015810277,0.05465187,0.120325327,0.001368197,0.005016722,0.001368197,0.092353299,0.000760109,0.084600182,0.022955306,0
0.377880184,0.089797747,0.024577573,0.089285714,0.009792627,0.001728111,0.020225294,0.06938044,0.105606759,0.000704045,0.005888377,0.00108807,0.0796851,0.000960061,0.09562212,0.027777778,0
0.460102379,0.05021078,0.017690455,0.092592593,0.009409816,0.000828064,0.011818729,0.03124059,0.145814514,0.000225836,0.00203252,0.000301114,0.091915086,0.000301114,0.06812707,0.017389341,0
0.398903509,0.081030702,0.025219298,0.101644737,0.011403509,0.000657895,0.012719298,0.065241228,0.105592105,0.000219298,0.003289474,0.000328947,0.076315789,0,0.088377193,0.029057018,0
0.388735228,0.108205515,0.025731288,0.102757522,0.011273154,0.001173414,0.018020283,0.055779063,0.100704048,0.000670522,0.004316486,0.000796245,0.08205515,0.000335261,0.078409186,0.021037633,0
0.428366505,0.093921463,0.019114219,0.08359333,0.008929532,0.001219294,0.015384615,0.052716514,0.110919849,0.000788955,0.003155819,0.000896539,0.071221087,0.000430339,0.084812623,0.024529317,0
0.368181818,0.066868687,0.015959596,0.102727273,0.002525253,0.00040404,0.014343434,0.078585859,0.144343434,0.00030303,0.001919192,0.00010101,0.083232323,0.00010101,0.089090909,0.031313131,0
0.399081132,0.057986147,0.0248164,0.097420904,0.005916954,0.000661307,0.018481779,0.074275173,0.139222443,0.00031325,0.002993283,0.001044168,0.075771814,0.000243639,0.078173402,0.023598204,0
0.471563872,0.086856087,0.023007623,0.086394086,0.006652807,0.0003234,0.011919612,0.045137445,0.10972511,4.62E-05,0.001478401,0.0001386,0.068607069,4.62E-05,0.066297066,0.021806422,0
0.299203273,0.063307494,0.018303187,0.112187769,0.008613264,0.001507321,0.013458226,0.108204134,0.138565891,0.001399655,0.005921619,0.003122308,0.09086994,0.000968992,0.092054264,0.042312661,0
0.376406202,0.106871389,0.023639404,0.10451505,0.014746123,0.002584372,0.016646397,0.05784433,0.101170569,0.001064153,0.004104591,0.001368197,0.086956522,0.000304044,0.075402858,0.026375798,0
0.409306196,0.09811828,0.021185356,0.087877624,0.011072709,0.001856119,0.01734511,0.050499232,0.115143369,0.000768049,0.005056324,0.000512033,0.073028674,0.000640041,0.084549411,0.023041475,0
0.445573622,0.095829569,0.029358627,0.127371274,0.007076182,0.000376393,0.016335441,0.055028606,0.083935562,0.000301114,0.002408913,0.000150557,0.066320385,7.53E-05,0.051866908,0.017991569,0
0.415899123,0.094407895,0.023574561,0.095394737,0.00997807,0.00120614,0.012938596,0.054495614,0.112609649,0.000328947,0.003289474,0.000548246,0.074561404,0,0.07247807,0.028289474,0
0.307223959,0.082441994,0.02024025,0.125143986,0.009708738,0.001892381,0.015303604,0.071910482,0.118232681,0.002139213,0.006499918,0.001069607,0.109346717,0.000575942,0.096758269,0.031512259,0
0.257094757,0.113035113,0.013949014,0.123617124,0.005772006,0.001202501,0.011544012,0.094997595,0.122655123,0.000481,0.003607504,0.000721501,0.105098605,0,0.108465608,0.037758538,0
0.389671362,0.098423877,0.023474178,0.100100604,0.007712944,0.001509054,0.012240107,0.069919517,0.11787391,0.000335345,0.002347418,0.000838364,0.064050973,0,0.083333333,0.028169014,0
0.306226516,0.119565217,0.012614063,0.116210413,0.003757381,0.001744498,0.009259259,0.085346216,0.109366613,0.000268384,0.003220612,0.000670961,0.09366613,0.000536769,0.101583468,0.0359635,0
0.370469083,0.096481876,0.02200731,0.1111788,0.00533049,0.001142248,0.011955528,0.061833689,0.103335364,0.000304599,0.002969845,0.000380749,0.071885471,0.0001523,0.091836735,0.048735912,0
0.34005928,0.082763338,0.021431829,0.130984952,0.005813953,0.000911993,0.013109895,0.079457364,0.132580939,0,0.002051984,0.000341997,0.06748746,0.000113999,0.085727314,0.037163703,0
0.307909605,0.083635997,0.021589992,0.123688458,0.005649718,0.000605327,0.013418079,0.080407587,0.131255044,0,0.002219532,0.000504439,0.093018563,0.000201776,0.094128329,0.041767554,0
0.289952153,0.090430622,0.015119617,0.132344498,0.005358852,0.000574163,0.012727273,0.095885167,0.120478469,9.57E-05,0.002488038,0.000287081,0.086794258,0.000287081,0.107559809,0.039617225,0
0.318005033,0.084572562,0.016929764,0.124990467,0.004880653,0.000228781,0.011133989,0.083199878,0.127507054,0.000610082,0.002364066,0.000228781,0.099977122,0.000381301,0.082589796,0.042400671,0
0.355411765,0.107764706,0.022235294,0.101647059,0.006352941,0.000470588,0.010352941,0.062470588,0.125176471,0.000470588,0.002588235,0.000705882,0.07,0.000352941,0.101411765,0.032588235,0
0.339676198,0.10765349,0.014823381,0.11627418,0.003364172,0.000420521,0.012300252,0.065916737,0.102607233,0.000210261,0.001471825,0.000210261,0.078216989,0.00010513,0.103027754,0.053721615,0
0.491238911,0.079401509,0.020744141,0.088096394,0.003045416,4.41E-05,0.011034117,0.048461844,0.112239043,0,0.000882729,4.41E-05,0.049344573,0,0.079004281,0.016418767,0
0.439336045,0.082008299,0.023542463,0.100702576,0.001807798,4.11E-05,0.013558486,0.048892724,0.098730433,0,0.000739554,0,0.064176836,0,0.092320966,0.034142734,0
0.365010398,0.078877005,0.019756387,0.122103387,0.002599525,0,0.015894236,0.072378194,0.118055556,0,0.001299762,7.43E-05,0.076054664,0,0.101270053,0.02662656,0
0.332945059,0.12880994,0.019996117,0.069403999,0.008736168,0.003009124,0.011551155,0.057755776,0.076198796,0.001164822,0.004076878,0.001650165,0.062317997,0.000873617,0.149194331,0.072316055,0
0.283200327,0.097155719,0.01677921,0.11786372,0.008839779,0.00225087,0.014364641,0.087579292,0.13681195,0.000613874,0.004297115,0.001064047,0.095805197,0.000695723,0.094290976,0.038387559,0
0.301180162,0.100688997,0.020192373,0.108329354,0.010027969,0.003138004,0.017395457,0.079541579,0.127566683,0.00081861,0.004979876,0.001500785,0.088000546,0.001500785,0.090661027,0.044477795,0
0.280472838,0.10716362,0.016859376,0.101091661,0.009624701,0.003358956,0.01459854,0.082552807,0.124281377,0.001162716,0.006976294,0.001744073,0.090691816,0.001291906,0.107615787,0.050513533,0
0.266993088,0.110791091,0.016801075,0.102630568,0.012672811,0.004320276,0.018241167,0.081797235,0.124615975,0.001152074,0.006144393,0.002208141,0.092741935,0.001632104,0.106662826,0.050595238,0
0.25594949,0.112999838,0.019588797,0.101667476,0.01278938,0.007932653,0.016027198,0.083859479,0.133721871,0.001942691,0.008742108,0.0017808,0.086611624,0.002914036,0.101829367,0.051643192,0
0.265666667,0.115333333,0.027,0.095333333,0.014333333,0.003666667,0.013666667,0.089666667,0.137666667,0.000666667,0.008333333,0.003333333,0.083666667,0.001666667,0.102,0.038,0
0.322677323,0.082517483,0.014485514,0.153346653,0.004595405,0.001398601,0.008791209,0.095004995,0.118081918,0.000599401,0.003196803,0.000699301,0.079220779,0.000899101,0.072327672,0.042157842,0
0.279029029,0.05955956,0.014264264,0.232232232,0.004754755,0.001001001,0.00950951,0.104104104,0.151901902,0.00025025,0.001501502,0.00025025,0.072822823,0.000500501,0.041041041,0.027277277,0
0.24663107,0.081744216,0.013348589,0.138825324,0.005720824,0.001144165,0.012331554,0.108949911,0.123188406,0.000381388,0.003432494,0.001398424,0.093440122,0.000381388,0.110729723,0.058352403,0
0.328099746,0.076656661,0.027014546,0.096744401,0.005310552,0.001693219,0.020857385,0.086354191,0.105133533,0.000615716,0.002847687,0.000384823,0.072192719,0.001000539,0.111136766,0.063957516,0
0.254575163,0.111437908,0.009803922,0.096078431,0.005228758,0.003594771,0.009477124,0.099019608,0.129738562,0,0.002941176,0.000980392,0.096078431,0.002614379,0.092810458,0.085620915,0
0.609191131,0.057041992,0.022079772,0.074476651,0.006286387,0.001331599,0.009414096,0.039669268,0.081877864,0.000464511,0.001672241,0.000309674,0.044716958,0.000278707,0.037687353,0.013501796,0
0.489492466,0.070975416,0.02517843,0.072164948,0.005154639,0.000594766,0.01962728,0.037866772,0.10368755,0,0.001586043,0.000198255,0.057097542,0,0.094171293,0.0222046,0
0.521060276,0.053195352,0.032861293,0.029411765,0.005265069,0,0.026506899,0.023783588,0.05355846,0,0.001270879,0,0.026688453,0,0.171750182,0.054647785,0
0.466622653,0.067634977,0.030296362,0.089348592,0.007409038,0.000660211,0.019659624,0.047168427,0.121112089,7.34E-05,0.002274061,7.34E-05,0.061473005,7.34E-05,0.06594777,0.020173122,0
0.360376513,0.074630211,0.019946212,0.126176602,0.008292246,0.000896459,0.012550426,0.068354998,0.158673241,0.000448229,0.003137606,0.000448229,0.099282833,0,0.049529359,0.017256835,0
0.392928741,0.070530344,0.026972845,0.103152907,0.008018954,0.000182249,0.018042646,0.080189539,0.129761254,0,0.00346273,0,0.076362311,0,0.057955167,0.032440313,0
0.418684423,0.063761098,0.036924939,0.066585956,0.004035513,0.000201776,0.020782889,0.059725585,0.150322841,0,0.001412429,0,0.074656981,0,0.077280065,0.025625504,0
0.383857442,0.082494759,0.020440252,0.102725367,0.006603774,0.000314465,0.013102725,0.060377358,0.132704403,0.000104822,0.001886792,0,0.090356394,0.000104822,0.088050314,0.01687631,0
0.246323529,0.12237395,0.018557423,0.194152661,0.006302521,0.00105042,0.014355742,0.083508403,0.116071429,0.00070028,0.003676471,0.00052521,0.092261905,0.00017507,0.077906162,0.022058824,0
0.53480151,0.061959585,0.033965509,0.077389767,0.008312234,0.001528687,0.015095782,0.035398653,0.109444418,0.000573258,0.002149716,0.000382172,0.065399131,0.000238857,0.039984713,0.013376009,0
0.279569892,0.059139785,0.028289811,0.158858167,0.003072197,0,0.022145417,0.044290835,0.182155658,0,0.000896057,0,0.10906298,0,0.089093702,0.023425499,0
0.496718559,0.085851648,0.028388278,0.059142247,0.010989011,0.000992063,0.02014652,0.043040293,0.078907204,0.000457875,0.003586691,0.000686813,0.04739011,0.000381563,0.08501221,0.038308913,0
0.703863401,0.047011285,0.020475041,0.044916966,0.005568423,0.000542059,0.010619425,0.028507367,0.0532696,7.39E-05,0.001256591,0.000147834,0.030182822,4.93E-05,0.039102153,0.014413837,0
0.538091829,0.079865017,0.024951427,0.072911341,0.007362716,0.001227119,0.015952551,0.042028837,0.090500051,0,0.002556499,0.00020452,0.038551999,0.00010226,0.062174046,0.023519787,0
0.602941176,0.051470588,0.007352941,0.049019608,0.005514706,0.000612745,0.005514706,0.020220588,0.186887255,0.000612745,0.00122549,0,0.02879902,0,0.034313725,0.005514706,0
0.460021906,0.074844834,0.009857612,0.017402945,0.005354752,0.00109529,0.005963247,0.021419009,0.036022879,0.000486796,0.002190581,0.000851892,0.029329439,0.000973591,0.226603383,0.107581843,0
0.323529412,0.101135191,0.022114109,0.089635854,0.014816453,0.005749668,0.016511868,0.067595459,0.123323013,0.001474274,0.00678166,0.001474274,0.08536046,0.002727407,0.089046145,0.048724753,0
0.311577312,0.091297591,0.02004662,0.117249417,0.013364413,0.001631702,0.016317016,0.073892774,0.136441336,0.000543901,0.004428904,0.001554002,0.093550894,0.000854701,0.088655789,0.028593629,0
0.345263158,0.099473684,0.022631579,0.108289474,0.010921053,0.004078947,0.013947368,0.078026316,0.123947368,0.000526316,0.005921053,0.000789474,0.090131579,0.001315789,0.067894737,0.026842105,0
0.323865317,0.092904906,0.028818273,0.13716788,0.011420794,0.001834428,0.018699331,0.073317948,0.142197763,0.000828451,0.003195455,0.000710101,0.085212143,0.000414226,0.063139831,0.016273152,0
0.674811613,0.048315603,0.04005984,0.042996454,0.006593528,0.000110816,0.016068262,0.010749113,0.07862367,0,0.001440603,0,0.031083777,0,0.046708777,0.002437943,0
0.601018676,0.03820034,0.022495756,0.084465195,0.002971138,0,0.008064516,0.03820034,0.129032258,0,0.000848896,0,0.051358234,0,0.022071307,0.001273345,0
0.555959806,0.074324324,0.033697159,0.066094941,0.009009009,0.000519751,0.022435897,0.018797644,0.096586972,0,0.002425502,8.66E-05,0.051282051,0,0.062803188,0.005977131,0
0.621097235,0.065120428,0.012488849,0.053746655,0.001561106,0.000223015,0.010035682,0.024531668,0.085860839,0,0.000223015,0,0.03367529,0,0.053077609,0.038358608,0
0.578920176,0.039783002,0.022474813,0.108240765,0.003099974,0,0.008266598,0.027383105,0.150865409,0,0.000258331,0,0.026608112,0,0.03074141,0.003358305,0
0.515519568,0.063202879,0.051282051,0.096716149,0.005173189,0.000224921,0.018443545,0.028565002,0.126180837,0,0.001124606,0,0.025416104,0,0.059154296,0.008996851,0
0.408304498,0.064590542,0.054209919,0.15455594,0.002306805,0,0.022491349,0.054786621,0.139561707,0,0.001153403,0,0.058823529,0,0.037485582,0.001730104,0
0.619762846,0.05,0.041501976,0.050592885,0.007114625,0,0.020158103,0.008498024,0.066798419,0,0.002173913,0,0.038142292,0,0.083794466,0.011462451,0
0.513398961,0.06685808,0.028848783,0.09625376,0.00533224,0.000410172,0.016680339,0.032813782,0.118949959,0,0.001777413,0.000136724,0.034317747,0,0.071780148,0.012441892,0
0.342204923,0.103092784,0.021880917,0.086892489,0.009572901,0.000736377,0.016936672,0.056701031,0.113928045,0.000210393,0.004207869,0.000420787,0.088260046,0.000105197,0.122133389,0.032716179,0
0.440926641,0.059266409,0.031081081,0.087258687,0.004440154,0.00019305,0.018532819,0.045173745,0.144015444,0.00019305,0.001930502,0,0.07046332,0,0.078957529,0.017567568,0
0.501621622,0.091621622,0.027837838,0.062162162,0.003513514,0,0.017837838,0.01972973,0.108108108,0,0.002162162,0,0.051891892,0,0.101621622,0.011891892,0
0.34410509,0.102857143,0.027651888,0.086896552,0.014646962,0.004203612,0.02226601,0.062791461,0.120131363,0.001313629,0.006436782,0.001707718,0.072840722,0.000853859,0.094187192,0.037110016,0
0.23249049,0.098381443,0.014619229,0.134332811,0.008055493,0.001864698,0.012679943,0.101439547,0.14753487,0.000596703,0.003281868,0.001118819,0.105914821,0.000522115,0.095547102,0.041620049,0
0.372242647,0.08348652,0.035232843,0.141084559,0.012561275,0.00122549,0.017922794,0.054381127,0.127297794,0.000306373,0.002757353,0.000306373,0.084865196,0.000153186,0.059283088,0.006893382,0
0.316239316,0.130177515,0.014573745,0.09894806,0.006903353,0.000657462,0.012382205,0.062897217,0.097413982,0.000328731,0.003287311,0.000876616,0.080210388,0.000109577,0.119986851,0.05500767,0
0.301797793,0.102972588,0.01753293,0.15254539,0.008632965,0.000266999,0.016019936,0.041384834,0.153702385,0,0.003559986,0.000266999,0.123976504,0.000177999,0.064702741,0.01245995,0
0.365837142,0.061452514,0.020060945,0.151938378,0.006094464,0.000169291,0.013120027,0.060775351,0.146267141,8.46E-05,0.00253936,0.000423227,0.104198409,0.000169291,0.055696631,0.011173184,0
0.347926267,0.081605223,0.019009217,0.136328725,0.008736559,0.000864055,0.015360983,0.058947773,0.149001536,0.000672043,0.00249616,0.000288018,0.09811828,0.000192012,0.064516129,0.01593702,0
0.268421053,0.081922197,0.018306636,0.132723112,0.010183066,0.001716247,0.015675057,0.086842105,0.148627002,0.000572082,0.004004577,0.000800915,0.111327231,0.000572082,0.089359268,0.028947368,0
0.240915698,0.071584302,0.018895349,0.167877907,0.014898256,0.00181686,0.014171512,0.098110465,0.148982558,0.00181686,0.005450581,0.003633721,0.137354651,0.000363372,0.060319767,0.01380814,0
0.205716586,0.085748792,0.019323671,0.185990338,0.010869565,0.004025765,0.010869565,0.088969404,0.176731079,0.000805153,0.006038647,0.000402576,0.114331723,0,0.066425121,0.023752013,0
0.346475508,0.086021505,0.016427718,0.084826762,0.015830346,0.003584229,0.012544803,0.063321386,0.135304659,0.000597372,0.001493429,0.001493429,0.08213859,0.001194743,0.096475508,0.052270012,0
0.336384439,0.102116705,0.018592677,0.103546911,0.007723112,0.00228833,0.015160183,0.056922197,0.14187643,0.000858124,0.004576659,0.001144165,0.108981693,0.000286041,0.068935927,0.030606407,0
0.257161458,0.114583333,0.006510417,0.132161458,0.0078125,0.001302083,0.016276042,0.091796875,0.136067708,0,0.00390625,0.000651042,0.098307292,0.000651042,0.083984375,0.048828125,0
0.35638587,0.079347826,0.016304348,0.11875,0.003940217,0.001358696,0.008831522,0.075951087,0.121467391,0.000679348,0.004483696,0.00013587,0.085597826,0.000271739,0.096331522,0.030163043,0
0.239126117,0.110923535,0.015491559,0.170506455,0.007447865,0.000794439,0.011122145,0.074776564,0.150148957,0.00019861,0.003078451,0.000993049,0.116683217,0,0.075074479,0.023634558,0
0.277322404,0.075022769,0.02174408,0.109744991,0.004895264,0.001479964,0.015141166,0.121015483,0.139344262,0.000569217,0.002618397,0.000569217,0.059995446,0.000910747,0.099271403,0.070355191,0
